Feedback,Name,Type,Song,Genres
"Hi, Aspen Jade, thanks for your submission. The song is energetic and delivers an immersive vocal performance that makes the song smooth and engaging. The melody is dynamic and the beats are rhythmic. However, the track maybe shows strong Pop aesthetic that may be apart from our current playlist aesthetic, possibly playlists with some more Pop vibes will be a better fit. I hope next time we can work together with a track that suits us better.",Dance House Party 2024⚡️Pop Dance | EDM | Pop EDM | Dance | Electro House | Tech House | Eurodance,Fail,INFINITE,"Commercial / Mainstream, Dance music, Dance pop, Deep house, Drum and Bass, Electropop, Future house, House music, Indie Dance, Indie pop"
"hi! Thanks for sharing this song with me :) I enjoyed a lot the beautiful energy and your captivating voice, its very sensual and expressive, congratulations!! But unfortunately I'm aiming for different vibes and moods, i focus on more happy oriented songs. I'm sorry! Ill have to pass All the best with your campaign! Keep it up!",Dance Music Paradise,Fail,INFINITE,"Chill / Lo-fi Hip-Hop, Chill out, Deep house, Electropop, Lofi bedroom, Catchy, Chill, Good vibes, Groovy, Dreamy"
"Really great work on this but it's just a bit more in the dance and electronic world than we tend to share on our ambient and experimental blog. Best of luck, just not quite our thing. We are sure this will find plenty of ears this year.",Tome to the Weather Machine,Fail,INFINITE,"Ambient, Chill out, Coldwave, Experimental electronic, Experimental jazz, Experimental rock, Indie rock, Minimal, Noise, Techno, Chill, Experimental, Dreamy, Electronic sounds, All supports, Available on Spotify, Composer, Strong social media presence, Upcoming project"
"Hello, Very good track, love it. Is it you the singer ? I will share to our Artistic director. Cheers,",Futureplay Label,Fail,INFINITE,"Commercial / Mainstream, Dance music, Dance pop, Deep house, French house, Future house, House music, Phonk, Progressive / Melodic House & Techno, Tech House, Authentic, Catchy, Chill, Contemporary, Creative, Curious, Danceable, Dark, Offbeat, Downbeat, Dramatic, Eccentric, Eclectic, Energetic, Engaged, Experimental, Standard, Good vibes, Groovy, Unique, Indie, Intense, Lo-fi, Meaningful lyrics, Mainstream, Melancholic, Melodic, Midtempo, Dreamy, Original, Positive, Provocative, Relaxing, Sensual, Simple, Subdued, Surprising, Tropical, Underground, Captivating, Upbeat, Beats, Covers, Electronic sounds, Finished track, Piano, Professional production, Radio edit, Remix, Vocals, Available on Spotify, Composer, Early project, On stage experience, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Hi Aspen Jade, Thank you for sharing your song with me. Unique beat, love it a lot. However, I have to be honest that it doesn't quite align with the vibe I'm curating for my electronic music playlist because I noticed the abrupt transitions create an inconsistent flow for me personally. And I'm currently focusing on tracks that have a more traditional deep house feel. We are mainly look for artists more adjacent to Ame and Rodriguez Jr. However, I want to emphasize that it sounds really amazing. I see and feel how hard you worked on it and the idea you tried to convey. It's so damn cool.",Absolute Electronics,Fail,INFINITE,"Deep house, French house, Funky / Jackin House, Future house, House music, Minimal, Organic House / Downtempo, Progressive / Melodic House & Techno, Tech House"
Heres a link to the playlist I added you too: https://open.spotify.com/playlist/3n8oMzVU6JLitiIgROnDjx?si=3e55b44e07b24b01,Song Fuse,N/A,INFINITE,"Dance music, Deep house, House music, Progressive / Melodic House & Techno, Catchy, Dark, Energetic, Relaxing"
"Hey, thanks for submitting your track. The track is well produced with qualitative elements used. It sounds catchy and punchy with a great artistic direction but it is too pop experimental for us. All the best!",Electro Posé,Fail,INFINITE,"Chill out, Deep house, Electronica, French house, House music, Indie Dance, Chill, Dark, Good vibes, Indie, Lo-fi, Melancholic, Melodic, Positive, Relaxing, Romantic, Captivating, Electronic sounds, Finished track"
"Hey! thank you so much for your submission, I like the chord progression, the drums sound good in the mix and I like the atmosphere in general but maybe I feel the track is not that catchy or memorable enough to me to be honest so I'm afraid I'll pass this time.",Piece Wise,Fail,INFINITE,"Bass music, Chill out, Dance music, Dance pop, Deep house, Electronica, French house, Future house, House music, Progressive / Melodic House & Techno, Catchy, Chill, Creative, Curious, Danceable, Energetic, Good vibes, Indie, Lo-fi, Mainstream, Melancholic, Melodic, Midtempo, Dreamy, Original, Positive, Relaxing, Romantic, Sensual, Tropical, Captivating, Upbeat, Bass guitar, Beatmaker, Beats, Featuring, Covers, Demos, Electric guitar, Electronic sounds, Instrumental, Finished track, Drums, Piano, Professional production, Radio edit, Remix, Strings, Synths, Available on Spotify, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"The vocals are fantastic, and blend perfectly into the deep atmosphere of the song. However though, the stutter melodies in the drop didn't capture me enough to cover it, and that is the main reason I have to pass. Thank you for sending it over for consideration though and best wishes with the release.",Selection,Fail,INFINITE,"Beats / Lo-fi, Chill out, Dance music, Deep house, Electronica, French house, Future house, House music, Minimal, Techno, Catchy, Chill, Danceable, Energetic, Good vibes, Groovy, Unique, Positive, All supports, Available on Spotify"
"Hey Aspen, thanks for reaching out. I listened to your song and I enjoyed the chorus at 0:31, with the stutter vocals and synth used. However, mainly due to the lack of a more predominant and deep kind of chorus (with a more powerful type of drums), I don´t feel it matches 100% my playlist. Hope you understand and have a great weekend!",Chill & Deep Vibes,Fail,INFINITE,"Chill out, Deep house, Catchy, Chill, Good vibes, Meaningful lyrics, Tropical, Available on Spotify, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Great potential on this tune across the board. However, the chorus didn’t really stand out to us when compared to other submissions sent over this week.",Gas Mask Magazine,Fail,INFINITE,"Alternative rock, Chill out, Commercial / Mainstream, Country music, Dance music, Dance pop, Electropop, Indie folk, Indie pop, Rap in English, Authentic, Catchy, Chill, Danceable, Indie, Mainstream, Melodic, Romantic, Tropical, Upbeat, Acoustic guitar, Beatmaker, Beats, Featuring, Covers, Electronic sounds, Finished track, Piano, Sync-friendly, Synths, All supports, Available on Spotify, Strong social media presence, Unsigned artist, Upcoming project"
"Hey there ! Great track, very well produced and performed. But when it comes to style, it's a bit too far off from the color of my playlists at the moment, so I will pass this time, sorry about that ! But keep up the GREAT music !!",Somekind Records,Fail,INFINITE,"Chill out, Commercial / Mainstream, Dance music, Hip-hop, House music, Indie pop, Pop rock, Synthwave, Urban pop, Chanson Française/Variété, Chill, Contemporary, Danceable, Offbeat, Eclectic, Standard, Good vibes, Unique, Meaningful lyrics, Melodic, Underground, Unplugged, Autotune, Beatmaker, Covers, Demos, Finished track, Remix, Synths, Urban sounds, Available on Spotify, Composer, Early project, On stage experience, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
You've been refunded 2 Grooviz!,InYourChill,N/A,INFINITE,Empty link column
You've been refunded 2 Grooviz!,CHIC RADIO HITS,N/A,INFINITE,Empty link column
You've been refunded 2 Grooviz!,Hanne van Daele,N/A,INFINITE,Empty link column
You've been refunded 2 Grooviz!,Producto TV,N/A,INFINITE,Empty link column
"Hey , how are you? This is a cool song, but unfortunately we feel it's not quite a fit for us. We need something a bit more catchy for our playlists. Have a great day! HMG",Hit Music Group,Fail,INFINITE,"Commercial / Mainstream, Dance music, Dance pop, House music, Danceable, Energetic, Good vibes, Intense, Mainstream, Professional production, Available on Spotify"
"Such a bop! Huge atmosphere with room for every texture and vibrant synth melting really nice in the mix, but our style is more commercial tuned. Thanks for sharing!",Buth Music,Fail,INFINITE,"Chill out, Dance music, Deep house, Electronica, Electropop, House music, Pop soul, Progressive pop, Synthpop, Catchy, Danceable, Good vibes, Melodic, Synths, Vocals, Available on Spotify, Composer, Early project, On stage experience, Unsigned artist"
"Hi, Aspen Jade. Thank you for sending your track for review. This one gives a chill-cool vibe to its listeners. However, I’m looking for some variation when it comes to music production. Due to this, I will not be adding this one to the playlist, sorry. I appreciate you as an artist because of your passion for music and I can’t wait to hear your future releases. Fighting!",HIGH ENERGY RAP HYPE 🔥 HIPHOP WORKOUT GYM RAP,Fail,INFINITE,"Chill / Lo-fi Hip-Hop, Cloud Rap / Hip Hop, Drill/Jersey, Grime, Hip-hop, International rap, Phonk, Rap in English, Trap, Trip hop, Energetic, Intense"
"Hey, all though the song is good, for my playlists is a bit too chill and calm. Sorry and good luck with promoting the song! looking forward for your next releases",Workout Motivation,Fail,INFINITE,"Dance music, House music, Melodic metal, Phonk, Progressive / Melodic House & Techno, Danceable, Dark, Energetic, Available on Spotify"
"Hello, thank you for sharing your song! The song is so attractive that I can't stop moving my head! For me, this was an appealing and entertaining song. As I listened, the arrangement appeared dense and unconnected. Despite respecting the work and imagination put into it, I did not find the song to be suitable for my musical preferences. This is just my viewpoint; others may disagree. It is clear that you have potential; continue writing songs. I wish you much luck in your musical career! Warm greetings and success!",Allowed To Dream,Fail,INFINITE,"Ambient, Commercial / Mainstream, Hip-hop, Holiday music, House music, International pop, International rap, Nouvelle scene, Singer songwriter, Urban pop, Chill, Creative, Curious, Danceable, Energetic, Good vibes, Groovy, Indie, Mainstream, Dreamy, Original, Positive, Simple, Surprising, Tropical, Captivating, Upbeat, Autotune, Beats, Featuring, Professional production, All supports, Urban sounds, Available on Spotify, Composer, Early project, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Hey Aspen Jade, thanks for sending out your music to me. Congrats for the quality of the production, it's really pleasant to listen! Currently it will not fit with my actual artistic direction because it's a bit too much ""commercial"" for me as a more underground house music Dj but it's very personal, keep up the great work, hope to listen some more soon, cheers!",SLVN,Fail,INFINITE,"Chill out, Dance music, Deep house, Electronica, Electro Jazz / Nu Jazz, French house, Funky / Jackin House, House music, Indie Dance, Nu-disco"
"We appreciate the opportunity to listen to your song. It’s a great piece, but it doesn’t align with the genre and mood we're curating for our playlist at this time. Please keep us in mind for future submissions that might be a better fit.",Spectrum Recordings,Fail,INFINITE,"Chill out, Dance music, Dance pop, Deep house, Holiday music, House music, Indie Dance, Progressive / Melodic House & Techno, Tech House, Techno, Chill, Good vibes, Original, Positive, Relaxing, Romantic, Sensual, Tropical, Acoustic guitar, Bass guitar, Covers, Demos, Electric guitar, Piano, Radio edit, Synths, Available on Spotify"
"Hi Aspen, thank you so much for sharing your song with us! We've made the decision not to include it in our playlist. Your vocals were really impressive, but the song didn't quite match the energy level we're aiming for in our running playlist. Wishing you all the best with your music, and we hope you'll send us more in the future!",RUNNING Music 2024 🏃 Cardio & Workout Motivation Hits,Fail,INFINITE,"Commercial / Mainstream, Dance pop, Electropop, Progressive / Melodic House & Techno, Energetic, Electronic sounds, Available on Spotify"
"Hi, Thanks for sending us your track. It's great to hear from you again. We love the track!! It's a vibe and really gets you going. We really like the stutters, it's well done in the right places! We have some feedback for you that we feel would help improve the track, hope this helps - - The low end can be tighter - The drums can hit harder and glue better with the bass - You can cut out some mud from the track Best of luck :) Thanks, Cali Studios",Cali Recording Studios,Fail,INFINITE,"Chill out, Commercial / Mainstream, Dance music, Dance pop, Drill/Jersey, Hip-hop, House music, Indie pop, R&B, Trap, Catchy, Chill, Danceable, Energetic, Good vibes, Groovy, Melancholic, Melodic, Romantic, Upbeat, Unplugged, Acoustic guitar, Autotune, Electric guitar, Electronic sounds, Freestyle, Finished track, Drums, Piano, Professional production, Remix, Synths"
Thanks for sending this over. Tight production here. Nice vocals on it but overall it feels a touch too commercial for our playlist. Sorry!,"Melodic Breaks, Beats & Beeps",Fail,INFINITE,"Chill out, Deep house, Electronica, Organic House / Downtempo, Progressive / Melodic House & Techno, Chill, Danceable, Downbeat, Energetic, Groovy, Intense, Melancholic, Melodic, Dreamy, Beats, Electronic sounds, Finished track, Drums, Piano, Professional production, Strings, Synths, Vocals"
"Hello, Thank you for your submission. Your song has a great rhythm. However, we are looking for tracks that fit Axwell’s vibe. Best wishes with your music! Your CHAPTER EIGHT team",CHAPTER EIGHT,Fail,INFINITE,"Bass music, Chill out, Dance music, Dance pop, Deep house, House music, Lofi bedroom, Chill, Danceable, Energetic, Good vibes, Lo-fi, Original, Positive, Provocative, Radio edit, Strong social media presence, Unsigned artist, Young talent"
vendredi sur ClubbinOne.fr,Clubbin'One,N/A,INFINITE,"Beats / Lo-fi, Dance music, Deep house, Drum and Bass, Dubstep, Electronica, Electro swing, Experimental electronic, Future house, Hard Dance / Hardcore / Hardstyle, Eclectic, Energetic, Good vibes, Hardcore, Intense, Mainstream, Underground, Captivating, Upbeat, Beats, Covers, Demos, Electronic sounds, Finished track, Professional production, Remix, All supports, Urban sounds, Composer, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project"
"Hey Jade, nice to meet you and thanks for sharing this one with me. The vibes are pretty good, the drop is insane, just love it! The only negative point are the mix and the mastering. Try to have a cleaner and fresher mix. About the mastering, the low end is not good enough, try to improve this side too! Find the good balance between the drums and the bassline! Otherwise you have lot of talent so keep going! Feel free to send me more demos in the future ;) Best regards, Sanzach",Sanzach,Fail,INFINITE,"Chill out, Dance music, Dance pop, Electropop, House music, Chill, Danceable, Tropical, Covers, Professional production, Remix, Available on Spotify, Composer, International potential, Supported artist, Unsigned artist, Young talent"
You've been refunded 4 Grooviz!,Hollts,N/A,INFINITE,Empty link column
https://open.spotify.com/playlist/2gGvyNdaeXUQFyoTrfktI2?si=6560f067779e4834,Aquí Música Revista,N/A,Searching,"Commercial / Mainstream, Dream pop, Electropop, Film music, Indie pop, Indie rock, New wave, Pop Punk, Pop rock, Synthpop"
https://open.spotify.com/playlist/76r5zfpxzVBMeNvQ5JsxR5?si=8d87ba04dcd44ecc,Tape Ranger,N/A,Searching,"Alternative rock, Chill / Lo-fi Hip-Hop, Chill out, Indie pop, Indie rock, Lofi bedroom, Pop Punk, Punk Rock, Synthpop, Synthwave, Catchy, Chill, Energetic, Indie, Meaningful lyrics, Mainstream, Melodic, Original, Available on Spotify"
https://open.spotify.com/playlist/10KOIi9hN6y1PwPhjB05IK,New Sound Fan,N/A,Searching,"Alternative rock, Chill out, Electropop, Hip-hop, Indie rock, Pop rock, Pop soul, Rap in English, Singer songwriter, Trap, Authentic, Catchy, Chill, Contemporary, Creative, Curious, Danceable, Dark, Downbeat, Dramatic, Eccentric, Eclectic, Energetic, Engaged, Experimental, Standard, Fusion, Good vibes, Groovy, Unique, Indie, Intense, Lo-fi, Meaningful lyrics, Mainstream, Melancholic, Melodic, Midtempo, Dreamy, Original, Positive, Provocative, Relaxing, Romantic, Sensual, Simple, Subdued, Surprising, Tropical, Underground, Captivating, Upbeat, Weird, Unplugged, Acoustic guitar, Autotune, Bass guitar, Beatmaker, Beats, Featuring, Brass, Electric guitar, Electronic sounds, Explicit, Freestyle, Instrumental, Live recording, Finished track, Drums, Piano, Professional production, Radio edit, Remix, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Vocals, Available on Spotify"
"Hi Aspen Jade, Thank you for sharing ""Searching"" with us. Altogether, I like how minimalist the soundscape is and how its sticks with the likes of its steady bass beat and bubbly synth sounds. However, the modulated vocal interlude around the 1:24 mark doesn't sit right with me. For example, the splintered, skipping vocals towards the beginning serve the purpose of kicking off the rest of the track. Thanks again and best of luck with your music.",POPFAD MUSIC BLOG,Fail,Searching,"Chill / Lo-fi Hip-Hop, Chill out, Commercial / Mainstream, Dance music, Hyperpop, Indie folk, Indie pop, Lofi bedroom, Pop rock, Singer songwriter, Authentic, Catchy, Chill, Contemporary, Creative, Danceable, Good vibes, Indie, Lo-fi, Mainstream, Midtempo, Original, Positive, Underground, Captivating, Upbeat, Professional production, Available on Spotify"
Really cool song! It perfectly matches our playlist. We're definitely adding it and we hope it will help you to generate loads of streams. Keep up the good work!,SnipSounds,Success,Searching,"Alternative rock, Commercial / Mainstream, Electronica, Hard Dance / Hardcore / Hardstyle, Hip-hop, Indie folk, Indie pop, Metal / Heavy metal, R&B, Trap, Authentic, Chill, Danceable, Energetic, Good vibes, Hardcore, Indie, Relaxing"
"Hi! I appreciate this new song so much! It’s again very energetic but not really the vibe that I’m looking for, which are more sensual romantic songs.",I was only falling in love,Fail,Searching,"Beats / Lo-fi, Chill / Lo-fi Hip-Hop, Chill out, Commercial / Mainstream, Dream pop, Indie folk, Indie pop, Lofi bedroom, Catchy, Chill, Creative, Dramatic, Good vibes, Indie, Lo-fi, Meaningful lyrics, Mainstream, Melancholic, Melodic, Dreamy, Positive, Relaxing, Romantic, Sensual"
"I loved the kind of vibe and energy you went for in this song. Though the lyrics were amazing and how I loved it, the background percussion especially seemed to be a bit repetitive, for me personally. So sorry I couldn't share this, do keep sharing more music!",Starry Serenades - Cinematic Pop for the Night Sky (by Indiemusicflix),Fail,Searching,"Commercial / Mainstream, Dance pop, Dream pop, Electropop, Hyperpop, Indie pop, Pop rock, Pop soul, Singer songwriter, Authentic, Catchy, Chill, Contemporary, Creative, Curious, Dark, Offbeat, Downbeat, Dramatic, Engaged, Standard, Good vibes, Unique, Indie, Meaningful lyrics, Mainstream, Melancholic, Melodic, Midtempo, Dreamy, Original, Positive, Provocative, Psychological, Relaxing, Romantic, Sensual, Simple, Subdued, Surprising, Underground, Captivating, Upbeat, Unplugged, Acoustic guitar, Autotune, Bass guitar, Featuring, Covers, Brass, Electric guitar, Tests, Finished track, Drums, Piano, Professional production, Remix, Strings, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Vocals, Available on Spotify, Composer, On stage experience, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"The vocals are incredible and rich on the song, but to be honest, the melody is not memorable here. Good luck",Music By Humans,Fail,Searching,"Alternative rock, Classical music, Commercial / Mainstream, Electropop, Indie folk, Indie pop, Instrumental, Pop rock, R&B, Singer songwriter, Authentic, Catchy, Chill, Contemporary, Creative, Curious, Danceable, Dark, Offbeat, Downbeat, Dramatic, Eccentric, Eclectic, Energetic, Engaged, Experimental, Standard, Fusion, Good vibes, Groovy, Hardcore, Unique, Indie, Intense, Lo-fi, Meaningful lyrics, Mainstream, Melancholic, Melodic, Midtempo, Dreamy, Original, Positive, Provocative, Psychological, Relaxing, Romantic, Sensual, Simple, Subdued, Surprising, Tropical, Underground, Captivating, Upbeat, Weird, Unplugged, Acoustic guitar, Autotune, Bass guitar, Beatmaker, Beats, Featuring, Covers, Brass, Demos, Electric guitar, Electronic sounds, Tests, Explicit, Freestyle, Instrumental, Live recording, Low fidelity, Finished track, Drums, Piano, Professional production, Radio edit, Remix, Strings, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Vocals"
"Hello, thank you for this suggestion. Beautiful world with a sublime pop voice. I really liked the direction. But it's true that it's a bit too pop for me. It's a shame because it's really well produced but I'll have to pass this time. All the same, I wish you all the best for the future.",Chillout Beach,Fail,Searching,"Chill out, Progressive / Melodic House & Techno"
"Thank you for sharing your track and the incredible visuals! Your hard work and creativity are truly evident. Although this track may not perfectly align with my station’s current direction, I genuinely admire your dedication and artistry. Keep exploring your unique sound and pushing your creative boundaries—I look forward to seeing where your journey takes you!",Connor Morgans,Fail,Searching,"Chill out, Commercial / Mainstream, Dance pop, Deep house, Hip-hop, Indie pop, Indie rock, Organic House / Downtempo, Pop rock, Progressive / Melodic House & Techno, Chill, Contemporary, Indie, Mainstream, Radio edit, Available on Spotify, Unsigned artist, Young talent"
"Hey Aspen Jade, thanks for your submission! I like the track a lot, it´s creating a nice and positive vibe. Well done! Also the vocals are sweet and I like your overall variations throughout the song. In my oppinion the mix could be a bit more upfront and harder hitting, but that´s just what I personally prefer ;) Some kind of catchy hook element (like a sax/trp melody) could have been nice on top of everything too. Still have to pass this one, because I´m not looking for vocal tracks in my playlist, sorry. Looking forward to your next releases. Keep up the good vibes, Slo 💚",LOFI JAZZ BEATS,Fail,Searching,"Beats / Lo-fi, Chill / Lo-fi Hip-Hop, Chill out, Instrumental hip-hop, Catchy, Chill, Energetic, Good vibes, Groovy, Lo-fi, Positive, Relaxing, Tropical, Upbeat, Acoustic guitar, Beats, Freestyle, Instrumental, Available on Spotify, Upcoming project, Young talent"
"Hi, thanks a lot for your submission! Beautiful track here, great vocal skills and beautiful voice. Sadly I accept only instrumental lofi tracks on my playlist. This is why I have to decline your submission. Keep in mind that this doesn’t detract from the quality of your song, it is just a matter of artistic choices. Hope you understand. I'm looking forward to hear more of your music in the future ! Have a nice day.",Sunset Lofi 🌇,Fail,Searching,"Beats / Lo-fi, Chill / Lo-fi Hip-Hop, Chill out, Instrumental, Chill, Lo-fi, Instrumental"
"Hello, Thank you for sharing your music with us. I've had the opportunity to listen to your recent submission and appreciate the effort and creativity you've put into your work. Your song is well-crafted with strong musicality and engaging elements in both the melody and lyrics. It showcases your talent and dedication as a songwriter. However, in my personal assessment, there's a consideration regarding the mood we're currently curating for our playlists. While your song is of high quality, there's a slight mismatch in the emotional tone that we're aiming for at this time. Thank you once again for your submission. I encourage you to continue exploring different emotional nuances in your music and refining your artistic direction. Your talent shines through, and we look forward to potentially exploring more of your work in the future. Best regards.",Rolipso,Fail,Searching,"Ambient, Chill out, Commercial / Mainstream, Dance music, Deep house, French house, House music, Instrumental, International pop, Singer songwriter, Catchy, Chill, Downbeat, Good vibes, Unique, Mainstream, Melancholic, Melodic, Dreamy, Original, Positive, Relaxing, Romantic, Sensual, Tropical, Acoustic guitar, Autotune, Bass guitar, Covers, Electric guitar, Electronic sounds, Radio edit, Remix, Synths, All supports, Available on Spotify, Composer"
"Your voice and the atmosphere of the track sound amazing. Personally, the vocal melody didn’t captivate me enough on this one, but I can definitely hear the quality of the song. Appreciate the submission. Wish you the best with the release.",Outline Music | Lounge Hits Remixed & Sunset Drive,Fail,Searching,"Chill out, Commercial / Mainstream, Dance music, Dance pop, Deep house, Electropop, House music, Chill, Danceable, Energetic, Good vibes, Melancholic, Melodic, Positive, Sensual, Tropical, Available on Spotify, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Bonjour, Musique électro r&b Musique et paroles entrainante et bien construite Votre morceau correspond à notre univers radiophonique Votre morceau est sélectionné pour un passage sur nos différentes radios (sur les trois zones couvertes), nous vous diffuserons pendant 3 semaines à compter du téléchargement de votre morceau. La diffusion se fera dans la playlist générale de la radio et dans les émissions spéciales nouveaux talents.",DYNAMYK,Success,Searching,"Chill out, Commercial / Mainstream, Dance music, Dance pop, Electronica, Film music, Pop rock, Trance, Chanson Française/Variété, Upcoming project, Young talent"
Here's the link: https://musicbyhumansmag.com/artists-to-watch-reanne-hela-erik-grant-bennett-ronald-morrera-dylan-galvin-rob-lalain-echo-sari-aspen-jade-riiiver-jordan/,Music By Humans,N/A,Alternate Universes,"Alternative rock, Classical music, Commercial / Mainstream, Electropop, Indie folk, Indie pop, Instrumental, Pop rock, R&B, Singer songwriter, Authentic, Catchy, Chill, Contemporary, Creative, Curious, Danceable, Dark, Offbeat, Downbeat, Dramatic, Eccentric, Eclectic, Energetic, Engaged, Experimental, Standard, Fusion, Good vibes, Groovy, Hardcore, Unique, Indie, Intense, Lo-fi, Meaningful lyrics, Mainstream, Melancholic, Melodic, Midtempo, Dreamy, Original, Positive, Provocative, Psychological, Relaxing, Romantic, Sensual, Simple, Subdued, Surprising, Tropical, Underground, Captivating, Upbeat, Weird, Unplugged, Acoustic guitar, Autotune, Bass guitar, Beatmaker, Beats, Featuring, Covers, Brass, Demos, Electric guitar, Electronic sounds, Tests, Explicit, Freestyle, Instrumental, Live recording, Low fidelity, Finished track, Drums, Piano, Professional production, Radio edit, Remix, Strings, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Vocals"
https://open.spotify.com/playlist/0ex8S6Yv66hnROKKBjxG0O?si=5d1c8aa0fbeb4267,sad vibes (by XIV Playlists),N/A,Alternate Universes,"Dream pop, Indie folk, Indie pop, Singer songwriter, Chill, Melancholic, Dreamy, Acoustic guitar, Available on Spotify"
https://open.spotify.com/playlist/7qEgDTfhPRveaEYn5ecJw6,Starry Serenades - Cinematic Pop for the Night Sky (by Indiemusicflix),N/A,Alternate Universes,"Commercial / Mainstream, Dance pop, Dream pop, Electropop, Hyperpop, Indie pop, Pop rock, Pop soul, Singer songwriter, Authentic, Catchy, Chill, Contemporary, Creative, Curious, Dark, Offbeat, Downbeat, Dramatic, Engaged, Standard, Good vibes, Unique, Indie, Meaningful lyrics, Mainstream, Melancholic, Melodic, Midtempo, Dreamy, Original, Positive, Provocative, Psychological, Relaxing, Romantic, Sensual, Simple, Subdued, Surprising, Underground, Captivating, Upbeat, Unplugged, Acoustic guitar, Autotune, Bass guitar, Featuring, Covers, Brass, Electric guitar, Tests, Finished track, Drums, Piano, Professional production, Remix, Strings, Sync-friendly, Synths, All supports, Urban sounds, Video clip, Vocals, Available on Spotify, Composer, On stage experience, International potential, Strong social media presence, Supported artist, Unsigned artist, Upcoming project, Young talent"
"Thanks for submitting. Really nice vocals, but not the vibe of my upbeat indie pop playlist. Best of luck",Good Vibes,Fail,Alternate Universes,"Commercial / Mainstream, Dream pop, Indie pop, Lofi bedroom, Pop rock, Pop soul, Singer songwriter, Chill, Good vibes, Indie, Positive, Upbeat"
"By appreciating this base, beautiful choirs are distinguished in its environment, which perfectly fill its entire space, concentrating a versatile and unique atmosphere, perfecting its entire background and granting a sensational development. I feel that synthesizers have been abused in his space, as well as in his voice, so I would try to distinguish his voice more clearly.",tik tok sad songs,Fail,Alternate Universes,"Beats / Lo-fi, Hip-hop, Indie folk, Indie pop, Indie rock, International pop, R&B, Soul, Urban pop, Authentic, Downbeat, Dramatic, Unique, Indie, Melancholic, Dreamy, Relaxing, Captivating, Finished track, Vocals, Available on Spotify"
"Hey thank you for submitting your song, i enjoyed listening. I like the lyric work. We won’t be adding it to the playlist as it’s not what we are looking for at the moment. All the best and take care!",Je te laisserai des mots type of sad,Fail,Alternate Universes,"Blues, Commercial / Mainstream, Dance pop, Film music, Indie pop, Indie rock, Instrumental, International pop, Solo Piano, Soul, Authentic, Catchy, Dark, Unique, Indie, Captivating"
"Hi, thanks for sending me your song. I liked this unusual and pleasant instrumental. However, in my opinion, the beginning is poorly done, boring and protracted, and there are not enough lyrics.For this reason I cannot present your song. Good luck in the future and have a nice day!",alone again (sad songs),Fail,Alternate Universes,"Alternative rock, Indie folk, Indie pop, Indie rock, Singer songwriter, Soul, Chill, Downbeat, Dramatic, Indie"
This song sounds good but it doesn't really match with the rest of the songs on my playlist.,find your moment✨,Fail,Alternate Universes,"Chill out, Hip-hop, Indie folk, Indie pop, Instrumental, Pop soul, Singer songwriter, Chill, Melancholic, Dreamy, Available on Spotify, Young talent"
"Thank you very much for choosing our studio to share your music. There are musical ideas that work but I think it is a very diffuse song and it is not very clear, the production is perhaps exaggerated and sounds too processed for the musical style. We are actively looking for interesting musical projects to collaborate on as a studio, if you are not already working with a professional studio or producer, maybe we can find a way that will greatly benefit your music and your creative workflow. I leave my contact here in case you want to talk more about it. If in the future you want to share another song, keep us in mind. Thank you for letting me listen, I wish you good luck with your music.",A2R SoundLabs,Fail,Alternate Universes,"Dance music, Electronica, Film music, Instrumental, Neo / Modern Classical, New wave, Progressive rock, Psychedelic rock, Synthpop, Synthwave"
"Hi Aspen Jade!! Thanks for the song. interesting song. i liked how it opened up at the end. The girl's voice is nice. However, the reason why I didn't add it is because the song sounds more like an intro, so its vibe doesn't fit my sad playlist. I'm sorry I couldn't be of more help.",Sad and dream Playlist by Ladaniwski,Fail,Alternate Universes,"Dream pop, Indie folk, Indie pop, Singer songwriter, Dramatic, Indie, Dreamy, Romantic, Acoustic guitar, Bass guitar, Covers, Electronic sounds, Instrumental, Drums, Piano, Vocals, Available on Spotify, Composer, Early project, On stage experience, International potential, Strong social media presence, Unsigned artist, Young talent"
